ImageId,EncodedPixels
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,24939 5 25455 10 25972 14 26489 16 27005 19 27523 22 28041 23 28559 24 29077 25 29596 25 30115 25 30633 26 31150 28 31669 28 32188 28 32707 26 33227 25 33747 24 34266 22 34786 20 35305 18 35824 18 36343 16 36862 14 37383 10 37903 7 38424 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,117846 4 118364 6 118881 10 119399 11 119918 13 120436 15 120954 16 121473 17 121992 18 122511 18 123030 18 123549 18 124067 19 124586 19 125105 19 125624 19 126144 18 126663 18 127182 16 127701 16 128221 15 128741 14 129260 14 129780 12 130301 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,6798 4 7315 9 7832 12 8351 14 8870 14 9388 15 9906 18 10425 18 10944 19 11463 19 11982 19 12501 19 13019 20 13538 20 14058 20 14577 20 15096 19 15615 19 16134 19 16653 19 17172 19 17691 18 18210 17 18729 16 19248 16 19767 16 20286 15 20805 14 21324 14 21843 14 22363 11 22883 9 23405 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,28607 10 29124 14 29641 17 30158 19 30676 22 31194 23 31713 23 32230 25 32749 25 33268 23 33786 24 34304 25 34823 25 35342 23 35861 22 36380 20 36899 18 37418 18 37937 17 38456 16 38975 16 39494 15 40014 12 40534 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,46268 7 46784 14 47301 18 47819 20 48338 21 48857 22 49375 23 49893 25 50411 25 50930 26 51449 25 51968 24 52487 23 53006 22 53526 20 54046 17 54566 14 55091 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,8898 4 9417 5 9934 9 10453 9 10972 10 11491 11 12010 11 12529 12 13048 13 13567 14 14086 14 14605 14 15126 12 15645 12 16164 12 16683 12 17203 11 17723 11 18242 12 18761 12 19280 12 19799 12 20319 11 20838 11 21358 10 21878 9 22397 9 22916 9 23437 7 23957 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,63412 1 63928 9 64445 12 64964 13 65482 15 66000 16 66519 16 67037 17 67555 19 68073 21 68592 21 69111 21 69630 21 70149 21 70668 21 71187 21 71706 21 72225 21 72744 21 73263 21 73783 20 74302 20 74822 19 75342 18 75861 17 76380 16 76899 16 77418 16 77937 14 78458 12 78977 11 79497 9 80017 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,86 7 604 9 1124 7 1644 5 2164 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,24001 5 24519 7 25038 9 25555 11 26074 12 26593 14 27112 14 27631 14 28150 14 28669 15 29188 16 29707 16 30226 17 30745 18 31264 18 31784 17 32304 16 32823 16 33342 17 33861 17 34380 17 34901 16 35420 17 35940 16 36460 15 36980 13 37501 10 38022 7 38543 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,50481 6 50998 10 51515 13 52032 15 52550 16 53068 18 53586 20 54104 21 54623 21 55140 22 55659 21 56178 21 56696 22 57214 23 57733 21 58252 21 58771 21 59290 19 59809 18 60328 18 60847 18 61366 17 61885 16 62404 16 62923 16 63442 16 63963 13 64482 12 65001 12 65521 9 66042 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,93546 8 94064 11 94582 14 95101 14 95620 14 96139 16 96658 16 97177 16 97696 17 98215 18 98734 18 99253 18 99772 20 100291 20 100810 21 101329 21 101849 20 102369 19 102888 19 103407 19 103928 17 104447 17 104968 14 105489 11 106010 8 106531 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,126 26 645 26 1166 24 1685 24 2204 24 2724 23 3244 22 3764 21 4283 21 4803 20 5323 18 5842 17 6362 15 6882 14 7402 12 7923 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,112768 6 113284 18 113801 22 114318 25 114837 27 115356 28 115874 29 116392 32 116911 32 117429 33 117948 33 118467 33 118986 32 119506 30 120026 28 120546 27 121066 24 121587 20 122112 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,21428 5 21946 8 22464 11 22982 15 23500 16 24019 17 24538 18 25058 17 25577 18 26097 17 26616 18 27135 18 27654 18 28173 18 28692 19 29211 19 29730 20 30249 21 30769 20 31289 19 31808 19 32328 17 32848 15 33367 15 33887 13 34406 13 34927 9 35447 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,81149 1 81665 9 82183 10 82701 13 83219 14 83738 15 84257 15 84775 17 85293 19 85812 19 86331 19 86850 20 87369 21 87888 21 88407 21 88926 20 89445 19 89965 18 90471 8 90483 19 90986 34 91503 34 92020 35 92538 35 93056 34 93574 33 94093 30 94612 30 95131 30 95650 30 96169 30 96688 30 97209 28 97728 28 98247 28 98766 28 99287 24 99807 23 100326 22 100847 19 101367 17 101888 13 102409 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,166 16 685 18 1204 18 1725 16 2244 16 2763 17 3282 18 3802 17 4322 17 4841 18 5361 18 5881 17 6400 17 6920 16 7439 17 7958 18 8479 15 8998 14 9517 14 10038 12 10557 12 11078 9 11598 7 12119 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,57793 7 58308 13 58826 16 59345 17 59862 19 60381 21 60899 22 61417 23 61936 23 62455 23 62974 23 63493 23 64012 23 64531 21 65050 21 65569 19 66088 18 66607 16 67128 12 67649 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,89995 9 90513 12 91030 16 91549 16 92068 17 92586 19 93104 20 93623 21 94142 23 94661 23 95180 23 95699 25 96219 24 96739 23 97258 23 97777 24 98296 25 98816 24 99336 23 99855 23 100375 22 100895 21 101415 20 101934 19 102454 17 102974 16 103493 16 104014 12 104535 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,35513 6 36030 10 36549 11 37066 13 37585 15 38104 16 38622 17 39141 17 39660 17 40178 19 40696 21 41215 20 41734 19 42251 21 42770 21 43289 21 43808 21 44327 20 44846 20 45365 19 45884 18 46405 14 46925 12 47446 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,63535 8 64054 10 64572 12 65090 14 65609 15 66127 16 66646 16 67165 16 67684 16 68203 16 68722 16 69241 16 69759 17 70278 18 70797 18 71315 20 71834 20 72353 20 72872 19 73391 19 73910 19 74429 19 74948 19 75467 18 75986 18 76505 18 77024 18 77545 16 78064 16 78583 16 79102 16 79621 16 80140 14 80659 14 81178 14 81699 12 82218 10 82738 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,226 28 745 29 1264 28 1783 28 2302 28 2821 28 3340 30 3861 28 4380 28 4899 28 5418 27 5937 27 6457 26 6977 25 7496 24 8016 23 8535 23 9054 23 9574 21 10094 19 10613 18 11132 18 11651 16 12170 16 12691 13 13210 11 13730 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114434 6 114952 9 115470 11 115988 12 116506 13 117024 14 117543 16 118060 18 118579 18 119096 20 119613 22 120131 23 120649 24 121166 26 121684 26 122202 26 122721 26 123240 26 123758 27 124277 36 124795 40 125314 42 125833 44 126352 45 126871 46 127390 46 127911 46 128430 47 128950 12 128965 31 129471 8 129484 31 129992 2 130004 30 130523 30 131042 29
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,28790 1 29307 7 29825 12 30344 14 30863 16 31382 17 31901 18 32420 19 32939 20 33458 21 33978 20 34498 19 35017 20 35536 21 36055 21 36574 21 37093 21 37612 21 38131 20 38651 18 39170 18 39690 16 40210 13 40731 11 41252 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,84847 8 85364 13 85882 16 86401 18 86920 20 87439 21 87958 22 88476 24 88995 24 89514 24 90033 24 90553 23 91072 23 91591 23 92111 22 92631 21 93150 21 93670 19 94190 17 94711 14 95232 11 95756 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,53722 12 54239 16 54756 20 55274 23 55791 26 56310 28 56829 28 57346 31 57865 32 58384 32 58903 32 59422 33 59941 33 60461 32 60981 32 61500 32 62019 32 62539 30 63060 27 63579 27 64100 23 64621 19 65141 18 65663 12 66185 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,24170 4 24687 10 25204 13 25721 17 26238 19 26755 23 27274 23 27793 23 28310 25 28829 25 29347 26 29865 27 30383 28 30902 29 31421 28 31940 28 32459 28 32978 28 33497 28 34016 27 34535 26 35055 25 35575 24 36095 21 36614 20 37135 16 37655 13 38177 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,79698 5 80215 9 80733 14 81252 16 81771 17 82290 19 82809 20 83328 21 83847 21 84366 22 84886 22 85405 23 85925 23 86444 24 86963 24 87483 23 88002 22 88521 21 89042 18 89562 15 90083 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,113968 9 114487 11 115005 13 115523 15 116041 17 116560 19 117077 21 117596 21 118115 23 118634 23 119153 24 119672 25 120191 26 120710 26 121229 26 121748 26 122269 24 122788 24 123308 23 123829 21 124350 19 124871 17 125392 14 125914 10 126435 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,128509 4 129025 8 129543 11 130061 13 130579 16 131099 15
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,333 5 848 13 1366 15 1883 18 2401 20 2919 22 3437 24 3955 26 4473 28 4992 28 5511 28 6030 28 6549 28 7068 27 7588 26 8108 23 8628 21 9149 18 9673 11 10194 6 10713 6 11230 8 11747 12 12264 15 12781 17 13300 19 13817 23 14336 23 14855 24 15373 26 15891 28 16410 28 16929 28 17448 28 17967 28 18486 28 19005 28 19525 26 20045 24 20564 23 21083 23 21602 23 22123 21 22642 20 23162 18 23682 17 24203 13 24724 9 25245 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,71444 5 71959 12 72476 16 72994 18 73512 20 74030 21 74547 25 75066 25 75584 26 76102 27 76621 27 77138 29 77656 30 78175 30 78693 31 79211 32 79730 31 80249 30 80768 30 81287 30 81806 28 82325 28 82844 26 83363 25 83882 24 84401 23 84920 21 85440 18 85960 16 86481 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,100507 8 101024 12 101542 15 102061 16 102579 18 103097 20 103616 20 104135 21 104654 21 105173 21 105692 21 106211 21 106730 20 107249 20 107768 20 108287 20 108805 21 109324 21 109843 20 110362 19 110882 18 111401 18 111920 18 112439 16 112959 15 113479 12 114000 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,41345 11 41862 17 42379 20 42897 23 43416 24 43934 25 44452 28 44971 28 45490 28 46009 28 46528 28 47047 28 47566 28 48085 27 48604 25 49123 25 49642 25 50161 23 50682 19
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,125963 6 126480 9 126999 11 127517 12 128036 12 128554 13 129072 15 129591 15 130110 15 130628 16 131149 13
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,10762 7 11279 10 11797 12 12314 16 12832 17 13351 17 13868 19 14385 21 14904 21 15422 22 15940 23 16458 24 16977 24 17496 24 18015 24 18533 25 19051 25 19570 24 20089 23 20608 22 21127 21 21646 21 22165 21 22685 18 23205 17 23724 15 24245 11 24768 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,99505 7 100022 11 100541 12 101060 12 101579 13 102097 15 102615 16 103134 16 103653 17 104172 17 104691 17 105210 17 105729 16 106248 16 106767 16 107285 17 107804 16 108323 15 108841 16 109360 16 109878 17 110397 16 110916 16 111435 15 111954 14 112473 14 112991 15 113510 15 114030 12 114549 11 115070 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,90181 7 90699 11 91216 15 91734 17 92253 18 92772 19 93291 19 93810 21 94329 21 94848 21 95367 21 95886 21 96405 21 96924 21 97444 20 97963 20 98483 19 99002 19 99521 19 100040 17 100559 17 101079 16 101598 16 102118 13 102638 11 103160 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,400 20 918 21 1437 21 1957 20 2476 20 2994 21 3513 21 4032 21 4551 21 5071 20 5591 19 6112 17 6633 13 7154 11 7677 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,47124 8 47641 12 48157 16 48674 19 49192 21 49709 25 50228 26 50747 26 51265 28 51783 30 52302 30 52821 30 53340 30 53859 29 54378 28 54898 27 55418 26 55937 24 56458 20 56980 15
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114596 6 115113 10 115631 12 116150 12 116667 14 117186 14 117705 14 118224 14 118742 15 119260 16 119779 16 120297 16 120815 16 121334 16 121852 17 122371 17 122890 17 123408 18 123926 18 124445 17 124964 16 125483 16 126002 16 126521 16 127040 16 127559 15 128078 14 128597 14 129116 13 129635 12 130154 11 130674 9 131197 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,20664 1 21178 10 21695 13 22213 15 22730 17 23249 19 23767 20 24285 21 24804 21 25323 21 25842 21 26361 21 26878 23 27397 23 27916 23 28435 23 28954 22 29472 22 29990 23 30509 23 31028 23 31547 23 32066 21 32585 20 33105 19 33625 17 34144 16 34663 14 35184 10 35705 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,67387 10 67398 11 67904 26 68423 28 68940 31 69459 32 69978 32 70497 32 71016 32 71535 32 72054 32 72573 32 73094 28 73613 28 74134 24 74656 19 75178 14
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,128636 6 129150 15 129668 23 130185 26 130702 29 131223 16 131243 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,109437 5 109954 10 110472 13 110990 16 111509 17 112026 21 112545 21 113064 22 113583 23 114102 23 114621 23 115140 24 115660 24 116180 24 116700 23 117219 23 117739 22 118259 21 118779 20 119299 19 119820 17 120340 17 120860 16 121380 15 121901 12 122423 9 122944 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,81433 9 81950 15 82469 18 82988 19 83506 22 84025 23 84544 24 85063 26 85582 27 86101 29 86619 32 87138 33 87658 33 88178 33 88697 34 89217 34 89737 34 90258 33 90779 31 91299 30 91818 29 92337 28 92856 27 93374 17 93395 4 93892 17 94410 18 94909 3 94927 21 95425 9 95445 22 95944 42 96463 42 96982 42 97501 42 98020 42 98539 42 99059 41 99580 37 100100 36 100622 31 101143 28 101664 25 102186 19 102709 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,450 20 968 22 1488 21 2008 20 2527 20 3046 20 3565 20 4084 20 4603 18 5122 18 5643 16 6162 16 6681 14 7202 11 7722 8 8243 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,26421 9 26938 13 27455 16 27972 19 28003 5 28490 21 28519 10 29008 22 29037 12 29526 23 29554 14 30045 24 30072 17 30564 44 31082 45 31600 46 32119 46 32638 46 33157 46 33676 46 34194 47 34712 48 35230 49 35749 49 36268 49 36787 49 37306 49 37825 22 37848 26 38345 18 38367 26 38865 17 38887 25 39385 14 39406 24 39904 13 39925 23 40426 8 40444 22 40964 19 41484 16 42005 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,52396 3 52913 6 53431 8 53949 9 54469 8 54988 8 55508 7 56027 7 56546 8 57066 8 57585 9 58104 9 58623 9 59142 9 59662 8 60182 7 60701 7 61220 7 61739 7 62258 7 62777 7 63298 5 63817 5 64336 5 64858 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,501 14 1020 14 1540 11 2061 8 2583 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,50859 1 51378 2 51897 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,2049 2 2088 3 2305 3 2336 12 2561 4 2592 13 2817 5 2837 1 2848 14 3073 6 3091 5 3104 15 3329 7 3345 8 3360 16 3585 8 3598 12 3616 17 3841 8 3852 14 3872 17 4097 9 4107 16 4128 18 4353 27 4383 19 4609 50 4865 50 5121 7 5129 42 5377 6 5385 42 5633 5 5641 41 5889 4 5898 40 6145 3 6154 40 6402 1 6410 39 6667 37 6924 16 6942 16 7180 15 7200 13 7437 13 7459 9 7694 11 7951 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,12802 1 13057 4 13313 5 13569 6 13825 7 14081 8 14337 8 14593 9 14849 9 15105 9 15361 9 15617 9 15873 8 16129 8 16385 9 16641 9 16897 9 17153 9 17409 8 17665 6 17921 5 18177 6 18433 5 18689 5 18945 4 19201 3 19458 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,34049 2 34305 3 34561 4 34817 5 35073 5 35329 6 35585 6 35841 6 36097 6 36353 6 36609 6 36865 6 37121 5 37377 5 37633 4 37889 3 38145 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,43265 6 43521 8 43777 9 44033 10 44289 10 44545 10 44801 11 45057 10
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,52993 1 53249 1 53505 2 53761 2 54017 3 54273 4 54529 4 54785 5 55041 5 55297 5 55553 5 55809 5 56065 5 56321 4 56577 4 56833 3 57089 3 57345 2 57601 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,59137 3 59393 4 59649 5 59905 4 60161 4 60417 3 60673 2 60929 2 61185 3 61441 5 61697 5 61953 5 62209 5 62465 5 62721 5 62977 5 63233 5 63489 4 63745 4 64001 3 64257 3 64513 2 64769 2 65025 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,50434 4 50690 4 50947 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51725 3 51980 5 52235 6 52490 7 52745 9 53001 9 53257 9 53513 9 53769 9 54025 8 54281 8 54537 7 54794 7 55051 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,36905 3 37160 7 37415 9 37671 9 37927 10 38183 10 38437 12 38692 13 38948 13 39190 3 39204 12 39445 11 39460 12 39700 13 39715 12 39956 27 40210 28 40465 28 40720 28 40976 27 41232 26 41488 24 41744 22 42000 22 42256 22 42512 22 42769 21 43025 21 43281 20 43538 18 43795 13 44052 11 44308 10 44565 8 44823 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,52000 8 52255 10 52511 11 52766 12 53021 14 53276 15 53531 16 53787 16 54043 16 54298 17 54554 18 54810 19 55066 20 55322 22 55578 23 55835 23 56091 4 56098 17 56354 17 56611 16 56867 16 57123 16 57380 15 57636 15 57893 14 58150 12 58407 10 58664 8 58676 2 58917 18 59171 20 59426 21 59682 22 59938 23 60195 22 60451 22 60707 22 60963 21 61219 21 61475 20 61731 20 61987 20 62243 19 62500 17 62756 15 63013 14 63268 15 63523 16 63779 16 64034 17 64290 17 64546 18 64802 19 65058 20 65314 20
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,14363 3 14619 3 14875 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,10023 3 10276 10 10531 13 10786 15 11042 16 11297 17 11553 17 11808 18 12063 19 12318 21 12573 22 12829 22 13086 21 13343 20 13599 20 13856 19 14112 18 14368 18 14624 18 14880 18 15137 17 15393 16 15649 16 15906 13 16162 11 16419 8 16676 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,28964 5 29219 7 29474 8 29730 9 29985 10 30241 10 30497 11 30753 11 31009 12 31266 12 31522 12 31777 13 32034 11 32290 10 32547 8 32805 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,46645 4 46898 9 47152 12 47406 15 47661 17 47916 19 48172 19 48428 18 48684 17 48940 17 49196 16 49452 16 49708 16 49965 15 50222 14 50478 14 50735 13 50991 13 51248 12 51505 11 51762 10 52020 8 52277 6 52535 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20784 7 21038 10 21294 10 21550 10 21806 10 22062 11 22318 11 22574 10 22831 9 23087 9 23344 7 23601 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,38207 7 38462 9 38717 10 38972 11 39227 13 39482 14 39737 16 39993 16 40249 16 40505 16 40761 16 41017 15 41271 2 41275 13 41526 3 41531 13 41782 4 41787 13 42038 17 42294 16 42550 15 42806 14 43063 12 43320 10 43578 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,65086 8 65340 10
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,26181 4 26434 9 26690 10 26946 11 27202 12 27458 12 27714 12 27970 12 28226 12 28481 14 28737 14 28993 14 29250 12 29506 10 29763 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,27000 6 27253 12 27509 14 27764 17 28019 19 28274 21 28529 22 28785 22 29041 22 29297 21 29553 21 29809 20 30065 19 30322 17 30578 17 30835 15 31092 13 31349 11 31607 7 31864 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,4729 2 4984 5 5239 7 5494 11 5749 13 6004 16 6260 17 6515 18 6772 18 7028 17 7285 16 7541 15 7796 16 8052 16 8308 16 8565 15 8821 15 9078 14 9335 13 9592 11 9849 9 10108 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20109 6 20361 12 20616 15 20872 15 21127 17 21382 19 21638 19 21893 20 22148 21 22404 21 22660 21 22916 20 23172 20 23428 19 23685 18 23942 16 24198 15 24455 13 24715 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,2449 3 2703 6 2958 8 3214 9 3470 10 3725 12 3981 13 4237 14 4493 15 4750 15 5006 16 5263 16 5519 17 5775 18 6032 18 6289 18 6546 17 6803 16 7060 15 7318 13 7577 10 7834 8 8092 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9889 11 10144 14 10399 16 10654 18 10909 19 11165 20 11421 20 11678 19 11923 5 11933 20 12177 32 12432 32 12688 32 12943 33 13199 32 13455 31 13710 23 13735 5 13966 21 14223 19 14479 18 14735 17 14991 17 15247 17 15504 15 15760 14 16019 1 16027 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,152 17 408 17 665 16 922 14 1179 13 1437 10 1694 8
